Ref,Val,Package,PosX,PosY,Rot,Side
"J1","XF2M-3315-1A","FH1233S05SH55",125.780000,-93.370000,0.000000,top
"U1","ED060XC5","X05A20H34G",93.490000,-69.320000,180.000000,top
"U2","ED078KH6","FH1240S05SH55",93.270000,-92.160000,0.000000,top
"U3","ED060XC5","X05A20H34G",125.770000,-69.350000,180.000000,top
